Track URI,Track Name,Artist Name,Artist Popularity,Artist Genres,Album,Track Popularity,Danceability,Energy,Key,Loudness,Mode,Speechiness
spotify:track:2lQi7Cdz78ir7MJcW6qTTd,Barracuda,Noisestorm,49,"['dancefloor dnb', 'gaming edm', 'speedrun']",Barracuda,48,0.592,0.993,1,-2.414,1,0.166
spotify:track:66YtIqT0kN4958EXnCnAmE,Legends Never Die - (Remix),League of Legends,75,"['speedrun', 'video game music']",Legends Never Die (Remix),68,0.404,0.81,9,-4.033,0,0.189
spotify:track:4SxwJYynZRlu1xzhX9kOOL,Dusk,Tobu,51,['gaming edm'],Dusk,0,0.481,0.963,2,-4.779,0,0.0461
spotify:track:6bnehRmmT2F3vLR0SfOuqF,Summertime,K-391,64,['nordic house'],"Hello, World",51,0.8,0.78,9,-8.651,0,0.125
spotify:track:3hWfKBt3n7j1xqIy6LA5ve,Astronomia,Vicetone,63,"['edm', 'electro house', 'pop dance', 'progressive electro house']",Astronomia,67,0.653,0.945,5,-2.634,1,0.096
spotify:track:3507Teuh1vj1L5eMAJj80O,Energy Drink,Virtual Riot,50,"['brostep', 'complextro', 'dubstep']",The Classics,48,0.817,0.927,7,-4.119,0,0.22
spotify:track:7vOPrG1DvVrffqn8yZGGk6,Link,Jim Yosef,53,['gaming edm'],Link,0,0.587,0.943,6,-3.862,1,0.0377
spotify:track:3LaASoPNx2MoRLHOdCsf8U,Electrode,K-391,64,['nordic house'],"Hello, World",30,0.715,0.999,1,-1.899,1,0.289
spotify:track:6gCkhtTNxRCTe5auCcGSzj,Press Start,MDK,41,['speedrun'],Press Start,55,0.721,0.962,5,-3.256,0,0.134
spotify:track:2dpaYNEQHiRxtZbfNsse99,Happier,Marshmello,82,"['brostep', 'edm', 'pop', 'progressive electro house']",Happier,80,0.687,0.792,5,-2.749,1,0.0452
spotify:track:2SDzLLg6vAEoIqBi8p4IBa,Summersong 2018,Elektronomia,49,['gaming edm'],Summersong 2018,0,0.442,0.683,5,-3.581,1,0.0375
spotify:track:3kAvZ3KbdJTK8JqcoHBiRL,Berserker,Mazare,39,"['dancefloor dnb', 'melodic dubstep']",Berserker,42,0.221,0.809,10,-2.879,1,0.0665
spotify:track:3e3vnMRzSUO9ZOxGquaeqC,Be Gone - Urbandawn Remix,Rival,53,[],Be Gone (Urbandawn Remix),0,0.506,0.917,10,0.107,0,0.395
spotify:track:0Yt32qygpvJO92RL7coWqM,Monody - Radio Edit,TheFatRat,65,['speedrun'],Monody (Radio Edit),48,0.548,0.724,1,-3.497,0,0.0402
spotify:track:3mdtjsn20feMaoIaiiIw52,Prelude - VIP Edit,TheFatRat,65,['speedrun'],Prelude (VIP Edit),46,0.705,0.876,9,-4.446,1,0.0374
spotify:track:1SADJmsNCuQVa6t5esmn64,Fly Away - Inukshuk Remix,TheFatRat,65,['speedrun'],Fly Away (Inukshuk Remix),28,0.492,0.863,4,-4.602,1,0.049
spotify:track:0n3aMxrlVGrxoGfYgmVb0F,Oblivion,TheFatRat,65,['speedrun'],Oblivion,50,0.739,0.884,1,-5.341,1,0.0438
spotify:track:4bTpPZDWettH15QgNgRWrM,Sunlight,TheFatRat,65,['speedrun'],Sunlight,46,0.684,0.814,11,-3.21,0,0.0478
spotify:track:7CQjnYsGLdtcrsp95oBpCv,Close To The Sun,TheFatRat,65,['speedrun'],Close To The Sun,62,0.659,0.884,1,-4.051,0,0.0423
spotify:track:0QZMeWUBRP7zAFwcNGZKQ0,Candyland pt. II,Tobu,51,['gaming edm'],Candyland pt. II,0,0.675,0.693,6,-4.971,1,0.0466
spotify:track:76hInd4lCl99wxZSL3R7u0,Infectious (Original Mix),Tobu,51,['gaming edm'],Infectious (Original Mix),0,0.776,0.861,0,-2.442,1,0.045
spotify:track:6hPKNUiBOS97GvdDz0xE4w,Sunburst,Tobu,51,['gaming edm'],Sunburst,0,0.745,0.77,0,-2.891,1,0.0545
spotify:track:4XNt2ViSmF6lQFNVFAbOG5,Hope (Original Mix),Tobu,51,['gaming edm'],Hope,0,0.711,0.738,11,-4.493,1,0.0516
spotify:track:7pPoBydlANHqWDYgm2DkSK,Cloud 9,Tobu,51,['gaming edm'],Cloud 9,0,0.69,0.747,7,-4.869,1,0.108
spotify:track:6V7vDKrlnxOvZoIhZk9CjF,Candyland,Tobu,51,['gaming edm'],Candyland,0,0.686,0.848,4,-4.149,1,0.0386
spotify:track:5lWSa1rmuSL6OBPOnkAqoa,Rasputin,Boney M.,69,['europop'],Daddy Cool,70,0.69,0.752,6,-11.47,0,0.0455
spotify:track:5NmENli4oodYuWrI0vSGK4,Why We Lose,Cartoon,60,['gaming edm'],Why We Lose,0,0.424,0.921,4,-3.174,0,0.0427
spotify:track:3SipFlNddvL0XNZRLXvdZD,Heroes Tonight,Janji,49,['gaming edm'],Heroes Tonight,1,0.537,0.786,8,-4.331,1,0.0317
spotify:track:3Sz7Np8ohchbjJ7sPbOnMu,After The Storm,3rd Prototype,38,['gaming edm'],After The Storm,0,0.621,0.702,3,-7.245,1,0.0634
spotify:track:4pya80NVwrJ9caL90aKmeT,Crystal Cave,Panda Eyes,45,['speedrun'],Kiko,0,0.445,0.831,9,-7.215,0,0.0541
spotify:track:4877aUM6Fw9gCk2EWh1Pyf,Energy,Elektronomia,49,['gaming edm'],Energy,0,0.559,0.921,11,-1.608,0,0.0359
spotify:track:3z1XUJep7vJEyRVGZTgPRj,Sweet Dreams (9Lives Remix),Besomorph,61,"['alt z', 'dark r&b', 'slap house', 'traprun']",Sweet Dreams (9Lives Remix),24,0.558,0.819,8,-3.802,1,0.0529
spotify:track:4JgqMfllrp8QG4iEvdWq8P,Envelope,TheFatRat,65,['speedrun'],Warrior Songs,44,0.568,0.868,8,-5.505,0,0.0375
spotify:track:31VLf5Z3tlGo8pUcZBikOq,Reminiscence,TheFatRat,65,['speedrun'],Warrior Songs,36,0.183,0.501,10,-8.603,0,0.0319
spotify:track:3tUNDenFxQ5Mz7zQRF4gr1,Afterlife,TheFatRat,65,['speedrun'],Warrior Songs,38,0.694,0.724,8,-9.11,0,0.0645
spotify:track:76hG5A7lYhHDcQ9oCFynme,Threnody,TheFatRat,65,['speedrun'],Warrior Songs,36,0.27,0.515,8,-8.26,0,0.0272
spotify:track:2NRb724pEhqGJ2rY9i0v1S,Kingdom Come,TheFatRat,65,['speedrun'],Warrior Songs,39,0.235,0.681,10,-4.603,0,0.045
spotify:track:7F7mDSgLJvgmwELyZLkVrL,Mad Moon Falling,TheFatRat,65,['speedrun'],Warrior Songs,42,0.386,0.711,11,-7.268,1,0.0454
spotify:track:6dxUscu5dOZ08CQd1MjdZ4,Elevate,TheFatRat,65,['speedrun'],Warrior Songs,44,0.714,0.723,10,-9.289,0,0.0497
spotify:track:2oolMY5pr6DC8q4T9fPdTh,Nemesis,TheFatRat,65,['speedrun'],Warrior Songs,43,0.5,0.688,7,-7.482,0,0.078
spotify:track:1xndhZkrUXnv2Gm57ZBozp,Origin Reprise,TheFatRat,65,['speedrun'],Warrior Songs,45,0.472,0.29,1,-9.377,0,0.0313
spotify:track:3sLekP7TLzkSvgR4a4XETY,Origin,TheFatRat,65,['speedrun'],Warrior Songs,51,0.544,0.809,1,-6.334,0,0.0345
spotify:track:7d1OzUw3hGemiPfBjMR9uH,Ascendancy,TheFatRat,65,['speedrun'],Warrior Songs,45,0.136,0.78,11,-4.773,1,0.0755
spotify:track:45RVzBJK5uBLOcBLhDbLRR,Warrior Song,TheFatRat,65,['speedrun'],Warrior Songs,50,0.212,0.336,10,-8.577,0,0.0334
spotify:track:5mZB7pYtcAPo7wo5DtW939,No No No,TheFatRat,65,['speedrun'],No No No,54,0.574,0.648,5,-3.8,0,0.0278
spotify:track:5Uh1uXAwxHdzeENqcBVZIH,The Storm,TheFatRat,65,['speedrun'],The Storm,62,0.68,0.735,11,-6.271,0,0.0345
spotify:track:6inzGTxyGsXVjpVKtFGrcE,Rise Up,TheFatRat,65,['speedrun'],Rise Up,68,0.614,0.694,10,-5.713,0,0.0932
spotify:track:0DhkTGjEaIHaSxTfC14BFm,Lullaby,R3HAB,75,"['dutch house', 'edm', 'electro house', 'pop dance', 'progressive electro house', 'slap house']",Lullaby,3,0.626,0.8,1,-3.988,0,0.035
spotify:track:3bhSiMgJFY2dio2zR96KeH,Pipes,HVMP,17,[],Pipes,29,0.622,0.924,0,-6.782,1,0.0381
spotify:track:2V65y3PX4DkRhy1djlxd9p,Don't You Worry Child - Radio Edit,Swedish House Mafia,75,"['edm', 'pop dance', 'progressive electro house']",Don't You Worry Child,83,0.612,0.84,11,-3.145,0,0.0509
spotify:track:0EFONrcgPNCnkQSJ7Y3PnI,My Computer,Adana Twins,41,"['deep disco house', 'german house', 'hamburg electronic']",Picture: Adana Twins,0,0.776,0.846,10,-8.006,0,0.0558
spotify:track:4aRwjepcGUhXP5MLOncvdT,The Calling (Da Tweekaz Remix),TheFatRat,65,['speedrun'],The Calling (Da Tweekaz Remix),54,0.31,0.686,11,-5.09,0,0.042
spotify:track:3v8aPisqoGRZEwwf2rCeXQ,Time Lapse,TheFatRat,65,['speedrun'],Time Lapse,55,0.64,0.846,11,-5.715,0,0.108
spotify:track:2k1bFfcPIRTMeCGO48F0OE,The Calling,TheFatRat,65,['speedrun'],The Calling,57,0.672,0.504,11,-8.284,0,0.0322
spotify:track:7HX6O8k7gAHFzm9Dd50Kuz,Windfall,TheFatRat,65,['speedrun'],Windfall,0,0.651,0.852,0,-5.439,0,0.0301
spotify:track:5xXB7wVgRmBHoMBmcfEE3C,MAYDAY,TheFatRat,65,['speedrun'],MAYDAY,57,0.416,0.564,6,-7.092,0,0.032
spotify:track:0iTI5FTB9iEUtcMdx9YyZS,Stronger,TheFatRat,65,['speedrun'],Stronger,66,0.673,0.916,6,-3.814,0,0.0344
spotify:track:3VvBPkc24zC7x05mgJTyGO,Monody (feat. Laura Brehm),TheFatRat,65,['speedrun'],Monody (feat. Laura Brehm),65,0.526,0.69,1,-3.591,0,0.0351
spotify:track:47qYqGPgMTh3l1PRKBHEfI,Unity,TheFatRat,65,['speedrun'],Unity,65,0.707,0.88,4,-3.211,0,0.0317
spotify:track:0hTrQoqDmFnA4S1PC265e1,Fly Away,TheFatRat,65,['speedrun'],Fly Away,68,0.597,0.581,1,-4.565,0,0.0366
spotify:track:5JWDt4NZNiZQR8iMenaa7h,Hand Of Blood,Bullet For My Valentine,66,"['alternative metal', 'melodic metalcore', 'nu metal', 'pop punk', 'post-grunge', 'uk metalcore', 'welsh metal']",Hand Of Blood,54,0.375,0.985,8,-2.754,1,0.0936
spotify:track:3PBXTtPiOqfYcbc30ydVTz,Freeze Me,Death From Above 1979,46,"['canadian rock', 'dance-punk', 'garage rock', 'indietronica', 'modern alternative rock', 'modern rock']",Freeze Me,0,0.495,0.747,0,-5.302,1,0.0328
spotify:track:1eyzqe2QqGZUmfcPZtrIyt,Midnight City,M83,70,"['french shoegaze', 'french synthpop', 'indietronica', 'metropopolis', 'neo-synthpop']","Hurry Up, We're Dreaming",73,0.526,0.712,11,-6.525,0,0.0356
spotify:track:4oeaIftdpT3JuZLcCkKmVE,False Alarm,The Weeknd,94,"['canadian contemporary r&b', 'canadian pop', 'pop']",Starboy,70,0.517,0.677,8,-6.373,0,0.0746
spotify:track:3mtveteGhlQ1MUKZtZ4FrS,Sunrise,Jillionaire,27,[],Sunrise,21,0.684,0.852,11,-5.411,1,0.141
spotify:track:1JSDNoAlPpMnjOPqfsr3CV,Night Riders,Major Lazer,74,"['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'pop dance']",Peace Is The Mission,0,0.63,0.888,11,-2.388,0,0.0995
spotify:track:4fd108pDDZY4AIB5KjnRdX,What It Feels Like,Bazanji,55,['indie pop rap'],Mixed Feelings,0,0.714,0.629,4,-6.091,0,0.0376
spotify:track:2CgOd0Lj5MuvOqzqdaAXtS,Shelter,Porter Robinson,60,"['complextro', 'edm', 'electro house', 'pop dance', 'progressive electro house']",Shelter,65,0.276,0.796,0,-4.499,1,0.0579
spotify:track:2x8dfa8nui5v55eoyCVlVL,It's Time (feat. Bruce Buffer),Steve Aoki,71,"['edm', 'electro house', 'pop dance']",5OKI,0,0.546,0.975,5,-2.78,0,0.122
spotify:track:5Lg56QpoEagEaDSrD7Uqzn,Kiko,Panda Eyes,45,['speedrun'],Kiko,0,0.472,0.701,9,-6.007,0,0.12
spotify:track:5yR26TumS74yhIOGhn8Hs8,Payback,Dimitri Vangelis & Wyman,52,"['dutch house', 'edm', 'electro house', 'pop dance', 'progressive electro house']",Payback,47,0.637,0.827,7,-5.153,0,0.0629
spotify:track:1WmhvU5fjFWIlsMMO3yHcb,Mayhem,Steve Aoki,71,"['edm', 'electro house', 'pop dance']",5OKI,0,0.605,0.964,8,-4.713,1,0.033
spotify:track:40yJGQyEaBbIkXpwMFkXip,One Night,Lil Yachty,77,"['atl hip hop', 'melodic rap', 'rap', 'trap']",Lil Boat,64,0.764,0.475,0,-12.618,1,0.114
spotify:track:2Ce5IyMlVRVvN997ZJjJJA,Selfish (feat. Rihanna),Future,89,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",HNDRXX,17,0.415,0.369,8,-10.044,1,0.0741
spotify:track:6C7RJEIUDqKkJRZVWdkfkH,Stronger,Kanye West,90,"['chicago rap', 'hip hop', 'rap']",Graduation,0,0.625,0.726,10,-7.731,0,0.155
spotify:track:6gryRHxijWXqeRxchge5mP,Through My Mind,Firebeatz,52,"['dutch edm', 'dutch house', 'edm', 'electro house', 'pop dance', 'progressive electro house', 'progressive house']",Through My Mind,38,0.669,0.874,2,-3.377,0,0.0447
spotify:track:1d6rs8xeNToMutVoEwdWxm,Find You,ARTY,58,"['big room', 'edm', 'electro house', 'pop dance', 'progressive electro house', 'progressive house', 'russian edm']",Find You,28,0.615,0.95,0,-3.823,1,0.0393
spotify:track:6JieX6GcqcsXtaKK0OewXI,Bring It Back - Afrojack x Sunnery James & Ryan Marciano Edit,Jewelz & Sparks,36,"['big room', 'dutch house', 'electro house', 'progressive electro house', 'sky room']",Bring It Back (Afrojack x Sunnery James & Ryan Marciano Edit),23,0.682,0.988,1,-3.656,0,0.08
spotify:track:1VierzHfJLlQhoYM5YlR0M,Together As One - Radio Edit,Dropgun,45,"['dutch house', 'electro house', 'pop dance', 'pop edm', 'progressive electro house', 'russian edm', 'sky room']",Together As One,37,0.409,0.979,5,-1.508,0,0.0501
spotify:track:1pq8quHePiPsJsRAOeoMGu,Higher,VIVID,42,['japanese edm'],Higher,21,0.555,0.907,7,-2.656,0,0.0717
spotify:track:13ayqVFnivJrkVRav7t8d3,Apocalypto,LMNTRX,22,[],Apocalypto,0,0.716,0.976,11,-3.464,0,0.17
spotify:track:0kHyKhJMukHEPfeh8s7rdM,Born To Be Yours,Kygo,77,"['edm', 'pop', 'pop dance', 'tropical house']",Born To Be Yours,70,0.688,0.688,3,-5.84,1,0.0357
spotify:track:5qaEfEh1AtSdrdrByCP7qR,Demons,Imagine Dragons,86,"['modern rock', 'pop', 'rock']",Night Visions,86,0.505,0.71,3,-3.015,1,0.0321
spotify:track:6Qn5zhYkTa37e91HC1D7lb,Whatever It Takes,Imagine Dragons,86,"['modern rock', 'pop', 'rock']",Evolve,83,0.672,0.655,10,-5.021,0,0.0311
spotify:track:02Jk9LuQmKe6YYFfcRdXpY,Faded (Interlude),Alan Walker,80,['electro house'],Different World,48,0.347,0.306,6,-19.755,1,0.038
spotify:track:1xUZ6CgfpXspcQuEIOhf2v,Do It All for You,Alan Walker,80,['electro house'],Different World,53,0.684,0.657,1,-5.483,1,0.0433
spotify:track:0Kk8NWt2aj8OXeYONMzxrk,Again (feat. XXXTENTACION) - Alan Walker Remix,Noah Cyrus,69,"['alt z', 'pop']",Again (feat. XXXTENTACION) [Alan Walker Remix],42,0.679,0.933,9,-3.671,0,0.0494
spotify:track:1HvCFAUIWQsWV9zud3UhDl,All Falls Down (feat. Juliander),Alan Walker,80,['electro house'],Different World,66,0.655,0.672,1,-4.966,1,0.0581
spotify:track:7kVDkZkZc8qBUBsF6klUoY,I Don't Wanna Go,Alan Walker,80,['electro house'],Different World,58,0.423,0.751,11,-5.632,1,0.272
spotify:track:2sNIzKpt0QLQuxyUUCapWs,Back to Beautiful,Sofia Carson,65,['pop'],Back to Beautiful,0,0.61,0.697,6,-5.629,0,0.0554
spotify:track:6LUOMjoORvAkdhBYvESO46,Move Your Body - Alan Walker Remix,Sia,82,"['australian dance', 'australian pop', 'pop']",This Is Acting (Deluxe Version),67,0.636,0.789,10,-4.905,0,0.0892
spotify:track:4QwNKEWMM7dyLB7Ew9DHHg,Lonely Together - (feat. Rita Ora) Alan Walker Remix,Avicii,80,"['edm', 'pop', 'pop dance']",Lonely Together (Remixes),58,0.637,0.791,5,-5.831,1,0.0469
spotify:track:3j13XU2P8faAYDcJ9w0aci,All Night - Alan Walker Remix,Steve Aoki,71,"['edm', 'electro house', 'pop dance']",All Night (Remixes),23,0.281,0.784,6,-3.888,0,0.0548
spotify:track:1tfVpMI8G6EakZU4rEja4w,Sing Me to Sleep,Alan Walker,80,['electro house'],Different World,65,0.474,0.622,4,-6.381,0,0.061
spotify:track:5GDpODnukzZZIXXjPWOrDQ,Sky,Alan Walker,80,['electro house'],EDC Las Vegas 2017,1,0.696,0.84,7,-5.196,0,0.0433
spotify:track:4YhITuwINLCfXYB2WCXbCZ,,,0,[],,0,0.597,0.544,1,-8.868,0,0.062
spotify:track:3b5Li4QKDVBx1x7fQuu54a,Tired,Alan Walker,80,['electro house'],Tired,64,0.69,0.876,2,-4.159,1,0.059
spotify:track:2r9hCNjupNy2C2g3r6SNz6,Strongest (Alan Walker Remix),Ina Wroldsen,57,['norwegian pop'],Strongest (Alan Walker Remix),65,0.722,0.787,0,-4.013,1,0.0734
spotify:track:0kiYDq0MKIhDXLWPgUvrUr,Legends Never Die (Alan Walker Remix),League of Legends,75,"['speedrun', 'video game music']",Legends Never Die (Alan Walker Remix),0,0.404,0.81,9,-4.033,0,0.189
spotify:track:2lfPecqFbH8X4lHSpTxt8l,Fade,Alan Walker,80,['electro house'],Fade,1,0.791,0.652,6,-4.092,1,0.0426
spotify:track:76c4KOymiPUkWEeIIc0DQr,Stranger Things (feat. OneRepublic) - Alan Walker Remix,Kygo,77,"['edm', 'pop', 'pop dance', 'tropical house']",Kids in Love (Remixes),62,0.659,0.742,0,-4.624,1,0.0283
spotify:track:0nrWZWkJM62ftQJSI8fDc0,Diamond Heart,Alan Walker,80,['electro house'],Different World,61,0.478,0.633,0,-6.19,1,0.0345
spotify:track:7wjw5dthI5BGzAj9LqiVay,Are You Lonely (feat. ISÁK) - Steve Aoki Remix,Steve Aoki,71,"['edm', 'electro house', 'pop dance']",Are You Lonely (feat. ISÁK) [Remixes],24,0.507,0.871,6,-4.106,0,0.0593
spotify:track:698ItKASDavgwZ3WjaWjtz,Faded,Alan Walker,80,['electro house'],Different World,81,0.468,0.627,6,-5.085,1,0.0476
spotify:track:4jp4Z02kzzg8gK0NmDGgml,Play,K-391,64,['nordic house'],Play,71,0.52,0.798,6,-5.498,0,0.0391
spotify:track:2DGa7iaidT5s0qnINlwMjJ,The Spectre,Alan Walker,80,['electro house'],The Spectre,76,0.654,0.711,1,-7.437,0,0.0383
spotify:track:4n7jnSxVLd8QioibtTDBDq,On My Way,Alan Walker,80,['electro house'],On My Way,74,0.509,0.689,1,-4.929,0,0.102
spotify:track:2SeFZETZxYkqm260LoRM5A,Keygen - Original Mix,Martin Garrix,75,"['dutch edm', 'edm', 'pop', 'pop dance', 'progressive house']",Keygen,0,0.537,0.577,0,-8.635,0,0.0662
spotify:track:1GbVo45KvYX3chroJggkIx,Oops,Martin Garrix,75,"['dutch edm', 'edm', 'pop', 'pop dance', 'progressive house']",Oops,45,0.618,0.535,1,-6.941,1,0.0421
spotify:track:46fgAbCbIjOt9fGcxQnMuG,DANCE FLOOR,Jauz,54,"['brostep', 'edm', 'electro house']",DANCE FLOOR,22,0.736,0.935,1,-6.43,1,0.0857
spotify:track:2Q7kTdM2rHHJiP8ikFw12o,Oldskool,Julian Jordan,46,"['dutch edm', 'dutch house', 'edm', 'electro house', 'pop dance', 'progressive electro house', 'progressive house']",Oldskool,41,0.655,0.976,10,-4.971,0,0.0485
spotify:track:07pb7ZBBycZbLdg8CyjXX2,Ksamil,Dave Winnel,43,[],Ksamil,39,0.69,0.709,3,-9.21,1,0.0409
spotify:track:30AbTCaFv6KXzBSDbJf7Ad,Bass Is Kicking,AFROJACK,70,"['big room', 'dance pop', 'dutch house', 'edm', 'electro house', 'pop dance']",Bass Is Kicking,0,0.732,0.897,5,-2.956,1,0.0427
spotify:track:0MohhaKyjH8w8XAc2zHXGB,Don't You Want,Cedric Gervais,64,"['edm', 'electro house', 'pop dance', 'progressive electro house', 'progressive house']",Don't You Want,19,0.719,0.937,11,-3.718,1,0.0394
spotify:track:7paDI885DkjsjK2CuHdVAI,Shaolin,Qulinez,36,"['dutch house', 'electro house', 'melbourne bounce', 'progressive electro house', 'sky room']",Shaolin,6,0.654,0.804,1,-6.257,1,0.141
spotify:track:6lQii0sW6wpLsCbfUWT7h0,Boom!,Justin Prime,42,"['big room', 'progressive electro house', 'sky room']",Boom!,0,0.734,0.931,1,-3.694,1,0.0681
spotify:track:60sloQMexm84fF8av50Imu,Bring You To Life (Transcend) [feat. RAS],Steve Aoki,71,"['edm', 'electro house', 'pop dance']",Bring You To Life (Transcend) [feat. RAS],23,0.606,0.873,10,-3.746,0,0.0785
spotify:track:5jojPKDxnshDhX4T1OFmBe,Where To Be,Aeden,39,['dutch edm'],Where To Be,0,0.631,0.852,5,-6.833,0,0.0425
spotify:track:3JjPOBCCKmvtgSsVIDqFDl,Story Of A Violin,Sandro Silva,48,"['big room', 'dutch house', 'electro house', 'progressive electro house']",Story Of A Violin,31,0.548,0.864,11,-6.835,0,0.0881
spotify:track:4tUnlYiT8ecpGeE8ZTl2jm,Listen To Your Momma,Showtek,61,"['classic hardstyle', 'dutch house', 'edm', 'electro house', 'euphoric hardstyle', 'pop dance', 'progressive electro house']",Listen To Your Momma,25,0.603,0.899,11,-3.688,0,0.0389
spotify:track:0lks2Kt9veMOFEAPN0fsqN,Lily,Alan Walker,80,['electro house'],Different World,75,0.423,0.634,6,-5.877,0,0.0578
spotify:track:4HAVKJ1VNXXUtPsShxO9mN,Strong,Arno Cost,33,"['electro house', 'progressive electro house', 'sky room']",Strong,26,0.594,0.847,5,-5.114,0,0.0905
spotify:track:75mj5Qjf4kYFqho3Dusaxe,Like This,Sebastian Mateo,33,[],Like This,0,0.63,0.987,1,-1.853,1,0.134
spotify:track:4DJORZgsbqnEJ4f4B9TBGV,You Don't Know Me (feat. RAYE),Jax Jones,72,"['dance pop', 'edm', 'house', 'pop dance', 'uk dance', 'uk pop']",Snacks,67,0.879,0.665,11,-6.082,0,0.145
spotify:track:0kT5CFrAua9O1Ym0phS4ra,Something More,Tom & Jame,34,"['dutch edm', 'dutch house', 'electro house', 'progressive electro house', 'sky room']",Something More,14,0.553,0.869,6,-3.322,0,0.0554
spotify:track:3ziRihYWZ2PfBlW2LXQL3S,Winnebago (feat. Quinn XCII & Daniel Wilson) - Dropgun Remix,Gryffin,67,"['edm', 'pop dance']",Winnebago (feat. Quinn XCII & Daniel Wilson) [Remixes],18,0.588,0.923,1,-2.076,0,0.0475
spotify:track:0uTEWQWnEg2fj5qAzZFoyn,Heroes - Bougenvilla Remix,SUPERSPECIAL,16,[],Heroes (Bougenvilla Remix),0,0.702,0.711,1,-3.285,0,0.037
spotify:track:4hkML71RHVmoY0ZQHaJWXV,Northern Lights,Third Party,44,"['dutch house', 'edm', 'electro house', 'pop dance', 'progressive electro house', 'progressive house']",Together,0,0.485,0.862,5,-5.107,0,0.049
spotify:track:2OSsMwCiZPC44tJ4OPVSZF,All I Need (with Gucci Mane),Dimitri Vegas & Like Mike,69,"['belgian dance', 'belgian edm', 'big room', 'dutch house', 'edm', 'electro house', 'pop dance', 'progressive electro house']",All I Need (with Gucci Mane),40,0.492,0.801,11,-4.204,0,0.0567
spotify:track:0bqz8PQRyKw8Uwi02NsV3q,Beast,PURARI,14,[],Beast,0,0.309,0.97,11,-4.073,1,0.101
spotify:track:57xsmqTA1KtiVGmFLbmbin,Tremor - UK Edit,Dimitri Vegas & Like Mike,69,"['belgian dance', 'belgian edm', 'big room', 'dutch house', 'edm', 'electro house', 'pop dance', 'progressive electro house']",Tremor (Sensation 2014 Anthem),0,0.629,0.943,6,-4.185,0,0.0366
spotify:track:6gWGSfzjmrSSA9OWzHRPQV,Yeah Yeah Yeah - Radio Edit,Jax Jones,72,"['dance pop', 'edm', 'house', 'pop dance', 'uk dance', 'uk pop']",Yeah Yeah Yeah,49,0.692,0.699,1,-5.217,1,0.0317
spotify:track:1iwShXNNfIvqRjpKzH9IHT,Reaper,Reece Low,29,['melbourne bounce'],Reaper,0,0.719,0.69,1,-4.901,1,0.0904
spotify:track:0lG6QM1jjbbX5UUn3DPmrZ,Lost Control,Alan Walker,80,['electro house'],Different World,65,0.736,0.555,4,-4.689,1,0.0757
spotify:track:3UidkynpEshXFzYKo5ahAd,Live Forever,Third Party,44,"['dutch house', 'edm', 'electro house', 'pop dance', 'progressive electro house', 'progressive house']",HOPE,39,0.559,0.915,3,-4.523,1,0.0514
spotify:track:1plzDKavZ6EkVk91RPYd1L,Give Me Your Love,Sigala,70,"['dance pop', 'edm', 'pop dance', 'uk dance']",Brighter Days,58,0.633,0.947,2,-2.332,1,0.0354
spotify:track:1VzUa40exjK6znaiDFisdu,Really Mine,Dropgun,45,"['dutch house', 'electro house', 'pop dance', 'pop edm', 'progressive electro house', 'russian edm', 'sky room']",Really Mine,26,0.583,0.763,11,-2.288,1,0.0483
spotify:track:1ABslUckRrFkoef21Y1EJ9,Weakness,Prismo,49,['bass trap'],Weakness,0,0.661,0.699,5,-5.733,0,0.0605
spotify:track:2LWE43Hw4rA9IpVHpVB9JR,Stars,Sanjoy,56,['desi pop'],Stars,14,0.728,0.894,4,-2.561,0,0.0444
spotify:track:3LlmKSHR3Rs0Y3KHQLAYDk,Alone,Alan Walker,80,['electro house'],Different World,76,0.673,0.914,10,-3.962,1,0.0496
spotify:track:6SRWhUJcD2YKahCwHavz3X,Darkside,Alan Walker,80,['electro house'],Different World,74,0.43,0.606,4,-5.115,0,0.0431
spotify:track:2tpWsVSb9UEmDRxAl1zhX1,Counting Stars,OneRepublic,82,"['piano rock', 'pop']",Native,87,0.664,0.705,1,-4.972,0,0.0382
spotify:track:0nNxQezGyY84hW2QraF201,Flute,New World Sound & Thomas Newson,0,[],Flute (Remixes),0,0.595,0.917,6,-7.208,1,0.0463
spotify:track:5ERWSokrBWx8sUwHV6QN93,Surface,Aero Chord,47,"['bass trap', 'gaming edm']",Surface,0,0.573,0.735,2,-4.132,1,0.0428
spotify:track:62yJjFtgkhUrXktIoSjgP2,Radioactive,Imagine Dragons,86,"['modern rock', 'pop', 'rock']",Night Visions,81,0.448,0.784,9,-3.686,1,0.0627
spotify:track:0pqnGHJpmpxLKifKRmU6WP,Believer,Imagine Dragons,86,"['modern rock', 'pop', 'rock']",Evolve,88,0.776,0.78,10,-4.374,0,0.128
spotify:track:1zB4vmk8tFRmM9UULNzbLB,Thunder,Imagine Dragons,86,"['modern rock', 'pop', 'rock']",Evolve,87,0.605,0.822,0,-4.833,1,0.0438
spotify:track:7Ie9W94M7OjPoZVV216Xus,Not Afraid,Eminem,89,"['detroit hip hop', 'hip hop', 'rap']",Recovery,80,0.855,0.954,0,-1.19,0,0.264
